list_place,list_date_time,detail_plaats,detail_datum,stance,language
Lelystad,30 september 2025 (23:23),Lelystad,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (23:23),Utrecht,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (23:20),Eindhoven,30 september 2025,Against,Dutch
"Uithoorn,north Holland ",30 september 2025 (23:16),"Uithoorn,north Holland",30 september 2025,Against,English
‘s-Hertogenbosch,30 september 2025 (23:07),‘s-Hertogenbosch,30 september 2025,Against,Dutch
Alphen aan den Rijn ,30 september 2025 (23:04),Alphen aan den Rijn,30 september 2025,Against,Dutch
Den Haag,30 september 2025 (23:02),Den Haag,30 september 2025,Against,Dutch
Nederlands,30 september 2025 (22:57),Nederlands,30 september 2025,Against,English
RIDDERKERK,30 september 2025 (22:57),RIDDERKERK,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (22:56),Eindhoven,30 september 2025,Against,Dutch
Amsterdam ,30 september 2025 (22:55),Amsterdam,30 september 2025,Against,Dutch
Hoofddorp,30 september 2025 (22:55),Hoofddorp,30 september 2025,Against,Dutch
Hoorn,30 september 2025 (22:52),Hoorn,30 september 2025,Against,Dutch
Helmond,30 september 2025 (22:47),Helmond,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (22:46),Amsterdam,30 september 2025,Against,Dutch
Eundhoven,30 september 2025 (22:45),Eundhoven,30 september 2025,Against,English
Uithoorn,30 september 2025 (22:44),Uithoorn,30 september 2025,Against,Dutch
Deventer,30 september 2025 (22:36),Deventer,30 september 2025,Against,Dutch
Nijmegen,30 september 2025 (22:35),Nijmegen,30 september 2025,Against,Dutch
Purmerend,30 september 2025 (22:32),Purmerend,30 september 2025,Against,Dutch
Almere ,30 september 2025 (22:32),Almere,30 september 2025,Against,Dutch
Amsterdam ,30 september 2025 (22:32),Amsterdam,30 september 2025,Against,Dutch
Laren GLD,30 september 2025 (22:29),Laren GLD,30 september 2025,Against,Dutch
Diemen,30 september 2025 (22:29),Diemen,30 september 2025,Against,Dutch
Lisztstraat ,30 september 2025 (22:28),Lisztstraat,30 september 2025,Against,Dutch
Den haag,30 september 2025 (22:28),Den haag,30 september 2025,Against,English
Delft,30 september 2025 (22:24),Delft,30 september 2025,Against,Dutch
Nieuwegein,30 september 2025 (22:22),Nieuwegein,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (22:19),Eindhoven,30 september 2025,Against,English
Haarlem,30 september 2025 (22:18),Haarlem,30 september 2025,Against,Dutch
Almere ,30 september 2025 (22:18),Almere,30 september 2025,Against,Dutch
Anonymous,30 september 2025 (22:17),Anonymous,30 september 2025,Against,English
Leidschenveen ,30 september 2025 (22:12),Leidschenveen,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (22:12),Eindhoven,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (22:10),Utrecht,30 september 2025,Against,English
Rotterdam,30 september 2025 (22:08),Rotterdam,30 september 2025,Against,Dutch
Rotterdam,30 september 2025 (22:01),Rotterdam,30 september 2025,Against,English
Hilversum,30 september 2025 (22:01),Hilversum,30 september 2025,Against,Dutch
"Tilburg, I.",30 september 2025 (21:57),"Tilburg, I.",30 september 2025,Against,English
Linschoten,30 september 2025 (21:50),Linschoten,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (21:50),Utrecht,30 september 2025,Against,English
Utrecht,30 september 2025 (21:48),Utrecht,30 september 2025,For,English
Enschede,30 september 2025 (21:47),Enschede,30 september 2025,Against,English
Utrecht,30 september 2025 (21:42),Utrecht,30 september 2025,Against,Dutch
Almere,30 september 2025 (21:35),Almere,30 september 2025,Against,Dutch
EIndhoven,30 september 2025 (21:34),EIndhoven,30 september 2025,Against,Dutch
Haarlem,30 september 2025 (21:32),Haarlem,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (21:31),Amsterdam,30 september 2025,Against,English
Almere,30 september 2025 (21:31),Almere,30 september 2025,Against,Dutch
Almere,30 september 2025 (21:30),Almere,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (21:28),Eindhoven,30 september 2025,Against,Dutch
Almere,30 september 2025 (21:25),Almere,30 september 2025,Against,English
Almere,30 september 2025 (21:19),Almere,30 september 2025,Against,English
Lelystad,30 september 2025 (21:18),Lelystad,30 september 2025,Against,Dutch
Almere.,30 september 2025 (21:17),Almere.,30 september 2025,Against,English
Sint Anthonis,30 september 2025 (21:14),Sint Anthonis,30 september 2025,Against,Dutch
Assen,30 september 2025 (21:13),Assen,30 september 2025,Against,Dutch
Haarlem,30 september 2025 (21:09),Haarlem,30 september 2025,Against,Dutch
Arnhem,30 september 2025 (21:02),Arnhem,30 september 2025,Against,Dutch
Almere,30 september 2025 (21:01),Almere,30 september 2025,Against,Dutch
Alkmaar,30 september 2025 (21:01),Alkmaar,30 september 2025,Against,Dutch
ETTEN-LEUR,30 september 2025 (21:00),ETTEN-LEUR,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (21:00),Amsterdam,30 september 2025,Against,Dutch
Houten ,30 september 2025 (20:59),Houten,30 september 2025,Against,Dutch
Helmond,30 september 2025 (20:56),Helmond,30 september 2025,Against,Dutch
Rotterdam,30 september 2025 (20:54),Rotterdam,30 september 2025,Against,Dutch
Amersfoort,30 september 2025 (20:54),Amersfoort,30 september 2025,Against,English
Venlo,30 september 2025 (20:53),Venlo,30 september 2025,Against,Dutch
Groningen,30 september 2025 (20:53),Groningen,30 september 2025,Against,Dutch
Almere,30 september 2025 (20:52),Almere,30 september 2025,Against,Dutch
Hilversum,30 september 2025 (20:51),Hilversum,30 september 2025,Against,Dutch
Rijswijk,30 september 2025 (20:51),Rijswijk,30 september 2025,Against,Dutch
EINDHOVEN,30 september 2025 (20:49),EINDHOVEN,30 september 2025,Against,English
Haarlem,30 september 2025 (20:48),Haarlem,30 september 2025,Against,Other
Eindhoven ,30 september 2025 (20:46),Eindhoven,30 september 2025,Against,English
Leiden,30 september 2025 (20:46),Leiden,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (20:46),Utrecht,30 september 2025,Against,English
Eindhoven,30 september 2025 (20:46),Eindhoven,30 september 2025,Against,Dutch
"Amersfoort, the",30 september 2025 (20:45),"Amersfoort, the",30 september 2025,Against,English
Haarlem,30 september 2025 (20:45),Haarlem,30 september 2025,Against,Dutch
Goes,30 september 2025 (20:44),Goes,30 september 2025,Against,Dutch
Delft,30 september 2025 (20:44),Delft,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (20:42),Utrecht,30 september 2025,Against,Dutch
Eindhoven ,30 september 2025 (20:38),Eindhoven,30 september 2025,Against,English
BADHOEVEDORP,30 september 2025 (20:36),BADHOEVEDORP,30 september 2025,Against,Dutch
Rotterdam ,30 september 2025 (20:34),Rotterdam,30 september 2025,Against,Dutch
Rotterdam,30 september 2025 (20:34),Rotterdam,30 september 2025,Against,English
Leidschendam ,30 september 2025 (20:33),Leidschendam,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (20:33),Amsterdam,30 september 2025,Against,Dutch
Den Bosch,30 september 2025 (20:33),Den Bosch,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (20:32),Utrecht,30 september 2025,Against,Dutch
Nieuwegein.,30 september 2025 (20:29),Nieuwegein.,30 september 2025,Against,English
Rotterdam,30 september 2025 (20:29),Rotterdam,30 september 2025,Against,Dutch
Amstelveen,30 september 2025 (20:27),Amstelveen,30 september 2025,For,Dutch
arnhem,30 september 2025 (20:27),arnhem,30 september 2025,Against,English
Groningen ,30 september 2025 (20:27),Groningen,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (20:26),Amsterdam,30 september 2025,Against,Dutch
Anonymously ,30 september 2025 (20:25),Anonymously,30 september 2025,Against,English
Nijverdal,30 september 2025 (20:24),Nijverdal,30 september 2025,Against,Dutch
Heinkenszand,30 september 2025 (20:22),Heinkenszand,30 september 2025,Against,Dutch
Delft,30 september 2025 (20:21),Delft,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (20:20),Amsterdam,30 september 2025,Against,English
Amsterdam,30 september 2025 (20:20),Amsterdam,30 september 2025,Against,Dutch
Leeuwarden,30 september 2025 (20:19),Leeuwarden,30 september 2025,Against,Dutch
Oosteind,30 september 2025 (20:18),Oosteind,30 september 2025,Against,Dutch
Leidschendam,30 september 2025 (20:16),Leidschendam,30 september 2025,Against,English
Zwolle,30 september 2025 (20:16),Zwolle,30 september 2025,Against,Dutch
Amsterdam ,30 september 2025 (20:16),Amsterdam,30 september 2025,Against,English
Amsterdam,30 september 2025 (20:14),Amsterdam,30 september 2025,Against,Dutch
Rotterdam,30 september 2025 (20:13),Rotterdam,30 september 2025,Against,English
Den Haag,30 september 2025 (20:13),Den Haag,30 september 2025,Against,Dutch
Amstelveen,30 september 2025 (20:11),Amstelveen,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (20:11),Eindhoven,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (20:09),Utrecht,30 september 2025,Against,Dutch
Rotterdam,30 september 2025 (20:09),Rotterdam,30 september 2025,Against,Dutch
Hoofddorp,30 september 2025 (20:09),Hoofddorp,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (20:09),Eindhoven,30 september 2025,Against,Dutch
's-Gravenhage,30 september 2025 (20:07),'s-Gravenhage,30 september 2025,Against,English
Rietmolen,30 september 2025 (20:07),Rietmolen,30 september 2025,Against,Dutch
Nijmegen ,30 september 2025 (20:04),Nijmegen,30 september 2025,Against,Dutch
Nieuwegein,30 september 2025 (20:03),Nieuwegein,30 september 2025,Against,English
Caribisch Nederland,30 september 2025 (20:02),Caribisch Nederland,30 september 2025,Against,Dutch
Veldhoven,30 september 2025 (20:02),Veldhoven,30 september 2025,Against,Dutch
Zandvoort,30 september 2025 (19:57),Zandvoort,30 september 2025,Against,Dutch
Apeldoorn,30 september 2025 (19:46),Apeldoorn,30 september 2025,Against,English
Almere,30 september 2025 (19:46),Almere,30 september 2025,Against,English
Utrecht,30 september 2025 (19:42),Utrecht,30 september 2025,Against,Dutch
Eindhoven ,30 september 2025 (19:38),Eindhoven,30 september 2025,Against,English
Eindhoven,30 september 2025 (19:37),Eindhoven,30 september 2025,Against,English
Eindhoven,30 september 2025 (19:32),Eindhoven,30 september 2025,Against,Dutch
Amersfoort,30 september 2025 (19:30),Amersfoort,30 september 2025,Against,Dutch
The Hague,30 september 2025 (19:30),The Hague,30 september 2025,Against,Dutch
Den haag,30 september 2025 (19:27),Den haag,30 september 2025,Against,English
Eindhoven,30 september 2025 (19:25),Eindhoven,30 september 2025,Against,English
Katwijk aan Zee,30 september 2025 (19:23),Katwijk aan Zee,30 september 2025,Against,Dutch
"Weesp, NL",30 september 2025 (19:21),"Weesp, NL",30 september 2025,Against,Dutch
Doorn,30 september 2025 (19:20),Doorn,30 september 2025,Against,Dutch
Mijdrecht,30 september 2025 (19:17),Mijdrecht,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (19:15),Amsterdam,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (19:14),Utrecht,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (19:12),Eindhoven,30 september 2025,Against,English
"Haarlem, """,30 september 2025 (19:10),"Haarlem, """,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (19:09),Amsterdam,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (19:09),Amsterdam,30 september 2025,Against,English
Lelystad ,30 september 2025 (19:06),Lelystad,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (19:02),Eindhoven,30 september 2025,Against,Dutch
Almere,30 september 2025 (19:01),Almere,30 september 2025,Against,Dutch
's-Hertogenbosch,30 september 2025 (18:57),'s-Hertogenbosch,30 september 2025,Against,Dutch
Netherlands,30 september 2025 (18:56),Netherlands,30 september 2025,Against,English
Almere,30 september 2025 (18:56),Almere,30 september 2025,Against,English
Hoofddorp,30 september 2025 (18:53),Hoofddorp,30 september 2025,Against,Dutch
Rotterdam,30 september 2025 (18:51),Rotterdam,30 september 2025,Against,Dutch
Haarlem,30 september 2025 (18:49),Haarlem,30 september 2025,Against,English
Almere,30 september 2025 (18:45),Almere,30 september 2025,Against,English
Horst,30 september 2025 (18:45),Horst,30 september 2025,Against,Dutch
Almere,30 september 2025 (18:44),Almere,30 september 2025,Against,Dutch
Gemert,30 september 2025 (18:44),Gemert,30 september 2025,Against,Dutch
Uithoorn,30 september 2025 (18:42),Uithoorn,30 september 2025,Against,English
Rotterdam,30 september 2025 (18:40),Rotterdam,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (18:39),Amsterdam,30 september 2025,Against,English
Eindhoven,30 september 2025 (18:35),Eindhoven,30 september 2025,For,English
Almere,30 september 2025 (18:31),Almere,30 september 2025,Against,Dutch
Almere,30 september 2025 (18:30),Almere,30 september 2025,Against,Dutch
Zoetermeer,30 september 2025 (18:28),Zoetermeer,30 september 2025,For,Dutch
Horst,30 september 2025 (18:28),Horst,30 september 2025,Against,Dutch
Zaandijk,30 september 2025 (18:28),Zaandijk,30 september 2025,Against,Dutch
Almere,30 september 2025 (18:26),Almere,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (18:22),Eindhoven,30 september 2025,Against,English
Almere,30 september 2025 (18:18),Almere,30 september 2025,Against,Dutch
Eindhoven,30 september 2025 (18:17),Eindhoven,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (18:16),Amsterdam,30 september 2025,Against,English
Bunnik,30 september 2025 (18:13),Bunnik,30 september 2025,Against,Dutch
Den Haag,30 september 2025 (18:11),Den Haag,30 september 2025,Against,Dutch
Hilversum,30 september 2025 (18:09),Hilversum,30 september 2025,Against,English
amsterdam,30 september 2025 (18:08),amsterdam,30 september 2025,Against,English
Amsterdam,30 september 2025 (18:07),Amsterdam,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (18:05),Utrecht,30 september 2025,Against,Dutch
Roosendaal,30 september 2025 (18:05),Roosendaal,30 september 2025,For,Dutch
Hoofddorp,30 september 2025 (18:04),Hoofddorp,30 september 2025,Against,English
Rotterdam,30 september 2025 (18:03),Rotterdam,30 september 2025,Against,Dutch
Delft,30 september 2025 (17:57),Delft,30 september 2025,Against,English
Eindhoven,30 september 2025 (17:54),Eindhoven,30 september 2025,Against,English
Utrecht,30 september 2025 (17:54),Utrecht,30 september 2025,Against,Dutch
Zoetermeer ,30 september 2025 (17:50),Zoetermeer,30 september 2025,Against,English
Alphen aan den Rijn,30 september 2025 (17:50),Alphen aan den Rijn,30 september 2025,Against,Dutch
Almere,30 september 2025 (17:50),Almere,30 september 2025,Against,English
Utrecht,30 september 2025 (17:49),Utrecht,30 september 2025,Against,English
Eindhoven,30 september 2025 (17:49),Eindhoven,30 september 2025,Against,English
Leiden,30 september 2025 (17:46),Leiden,30 september 2025,Against,Dutch
Eindhoven ,30 september 2025 (17:46),Eindhoven,30 september 2025,Against,English
Heemstede,30 september 2025 (17:41),Heemstede,30 september 2025,Against,Dutch
Langerak,30 september 2025 (17:40),Langerak,30 september 2025,Against,English
Helmond,30 september 2025 (17:36),Helmond,30 september 2025,Against,Dutch
Voorburg ,30 september 2025 (17:36),Voorburg,30 september 2025,Against,Dutch
Eindhoven ,30 september 2025 (17:34),Eindhoven,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (17:33),Utrecht,30 september 2025,Against,English
Hoofddorp,30 september 2025 (17:33),Hoofddorp,30 september 2025,Against,English
Amsterdam,30 september 2025 (17:28),Amsterdam,30 september 2025,Against,Dutch
Den Haag,30 september 2025 (17:27),Den Haag,30 september 2025,Against,Dutch
Valkenswaard,30 september 2025 (17:24),Valkenswaard,30 september 2025,Against,English
Amsterdam,30 september 2025 (17:22),Amsterdam,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (17:21),Utrecht,30 september 2025,Against,English
Purmerend,30 september 2025 (17:16),Purmerend,30 september 2025,Against,English
Haarlem,30 september 2025 (17:14),Haarlem,30 september 2025,Against,Dutch
Utrecht,30 september 2025 (17:13),Utrecht,30 september 2025,Against,English
Utrecht,30 september 2025 (17:12),Utrecht,30 september 2025,Against,Dutch
Almere,30 september 2025 (17:11),Almere,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (17:07),Amsterdam,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (17:06),Amsterdam,30 september 2025,Against,Dutch
Horstaandemaas,30 september 2025 (17:05),Horstaandemaas,30 september 2025,Against,English
Almere,30 september 2025 (17:05),Almere,30 september 2025,Against,English
Noord-Holland,30 september 2025 (17:04),Noord-Holland,30 september 2025,Against,Dutch
Scheerwolde ,30 september 2025 (17:04),Scheerwolde,30 september 2025,Against,Dutch
Apeldoorn,30 september 2025 (17:02),Apeldoorn,30 september 2025,Against,Other
Amsterdam,30 september 2025 (16:59),Amsterdam,30 september 2025,Against,Dutch
Rotterdam ,30 september 2025 (16:46),Rotterdam,30 september 2025,Against,Dutch
Amsterdam,30 september 2025 (16:46),Amsterdam,30 september 2025,Against,Dutch
NYC,30 september 2025 (16:46),NYC,30 september 2025,Against,Dutch
Amstelveen,30 september 2025 (16:45),Amstelveen,30 september 2025,Against,English
Winterswijk,30 september 2025 (16:43),Winterswijk,30 september 2025,Against,Dutch
Mijnsheerenland ,30 september 2025 (16:42),Mijnsheerenland,30 september 2025,Against,English
Utrecht,30 september 2025 (16:40),Utrecht,30 september 2025,Against,English
Koudekerk aan den Rijn,30 september 2025 (16:39),Koudekerk aan den Rijn,30 september 2025,Against,Dutch
Amsterdam ,30 september 2025 (16:37),Amsterdam,30 september 2025,Against,English
Den Bosch ,30 september 2025 (16:33),Den Bosch,30 september 2025,Against,Other
